X,Timestamp,ID,GENDER,AGE,DATE_OF_BIRTH,NATIONALITY,COUNTRY_OF_RESIDENCE,ENGLISH_FIRST_LENGUAGE,IF_NOT_ENGLISH_SPECIFY,HIGHEST_LEVEL_EDUCATION,OCCUPATION,DOMINANT_HAND,DO_YOU_DRIVE,CURRENTLY_LEARNING_DRIVE,CURRENTLY_HOLD_LEARNING_DRIVER_PERMIT,CURRENTLY_HOLD_FULL_DRIVING_LICENSE,RECEIVE_FULL_DRIVING_LICENSE,AGE_STARTED_DRIVING,AVERAGE_KM_MILEAGE_PER_YEAR,HAVE_PENALTY_POINTS,PENALTY_POINTS_FOR_WHAT,COLLISIONS_LAST_TWO_YEARS,HOW_MANY_COLLISIONS_LAST_TWO_YEARS,HOW_SERIOUS_COLLISIONS,FOR_HOW_MANY_WERE_CULPABLE,EVER_SMOKED,SMOKE_CURRENTLY,HOW_MANY_YEARS_SMOKING,HOW_MANY_CIGARETTES_PER_WEEK,EVER_DRANK_ALCOHOL,DRINK_CURRENTLY,HOW_MANY_YEARS_DRINKING,HOW_MUCH_UNITS_OF_ALCOHOL_PER_WEEK,PREVIOUSLY_DIAGNOSED_HEALTH_CONDITION_REQUIRING_SIGNIFICANT_LIFESTYLE_CHANGES.,CONSIDER_YOURSELF_RISKTAKER,DEAL_WITH_RISK_AND_UNCERTANTLY_DAILY_BASIS,Admitting.that.your.tastes.are.different.from.those.of.a.friend,Going.camping.in.the.wilderness,Betting.a.day.s.income.at.the.horse.races,Investing.10..of.your.annual.income.in.a.moderate.growth.mutual.fund,Drinking.heavily.at.a.social.function,Taking.some.questionable.deductions.on.your.income.tax.return,Disagreeing.with.an.authority.figure.on.a.major.issue,Betting.a.day.s.income.at.a.high.stake.poker.game,Having.an.affair.with.a.married.man.woman,Passing.off.someone.else.s.work.as.your.own,Going.down.a.ski.run.that.is.beyond.your.ability,Investing.5..of.your.annual.income.in.a.very.speculative.stock,Going.whitewater.rafting.at.hight.water.in.the.spring,Betting.a.day.s.income.on.the.outcome.of.a.sporting.event,Engaging.in.unprotected.sex,Revealing.a.friend.s.secret.to.someone.else,Driving.a.car.without.wearing.a.seat.belt,Investing.10..of.your.annual.income.in.a.new.business.venture,Taking.a.skydiving.class,Riding.a.motorcycle.without.a.helmet,Choosing.a.career.that.you.truly.enjoy.over.a.more.secure.one,Speaking.your.mind.about.an.unpopular.issue.in.a.meeting.at.work,Sunbathing.without.sunscreen,Bungee.jumping.off.a.tall.bridge,Piloting.a.small.plane,Walking.home.alone.at.night.in.an.unsafe.area.of.town,Moving.to.a.city.far.away.from.your.extended.family,Starting.a.new.career.in.your.mid.thirties,Leaving.your.young.children.alone.at.home.while.running.an.errand,Not.returning.a.wallet.you.found.that.contains....200,I.plan.tasks.carefully,I.do.things.without.thinking,I.make.up.my.mind.quickly,I.am.happy.go.lucky,I.don.t..pay.attention.,I.have..racing..thoughts,I.plan.trips.well.ahead.of.time,I.am.self.controlled,I.concentrate.easily,I.save.regularly,I..squirm..at.plays.or.lectures,I.am.a.careful.thinker,I.plan.for.job.security,I.say.things.without.thinking,I.like.to.think.about.complex.problems,I.change.jobs,I.act..on.impulse.,I.get.easily.bored.when.solving.thought.problems,I.act.on.the.spur.of.the.moment,I.am.a.steady.thinker,I.change.residences,I.buy.things.on.impulse,I.can.only.think.about.one.thing.at.a.time,I.change.hobbies,I.spend.or.charge.more.than.I.earn,I.often.have.extraneous.thoughts.when.thinking,I.am.more.interested.in.the.present.than.the.future,I.am.restless.at.the.theater.or.lectures,I.like.puzzles,I.am.future.oriented
1307,10/14/13 13:39,65061,Female,22,07/03/1990,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Unemployed,Right handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,6.5,20,No,No,No,7,7,3,2,6,4,5,1,1,2,3,2,6,1,5,3,2,1,6,3,7,5,5,6,5,6,7,6,1,3,2,4,2,3,3,2,2,3,3,3,2,4,2,4,4,2,3,3,2,4,1,NA,3,1,3,2,3,1,3,2
1308,10/14/13 13:43,65059,Female,22,12/24/90,Romanian,Ireland,No,Romanian,Third Level (Honours degree),Office Work,Right handed,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,7,40,Yes,No,7,NA,No,Yes,Yes,7,5,1,1,2,1,5,1,1,3,1,1,1,1,6,4,1,1,1,1,7,7,2,1,1,7,5,7,4,4,1,4,4,2,3,3,1,2,4,3,3,2,3,4,1,4,4,3,4,3,2,NA,3,2,1,4,2,3,2,2
1309,10/14/13 13:44,63670,Male,36,8/26/76,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Marketing & ECommerce,Right handed,Yes,No,No,Yes,1998,17,25000,No,NA,No,NA,NA,NA,Yes,Yes,20,2,Yes,Yes,17,60,No,Yes,Yes,7,3,6,6,6,6,5,6,1,5,2,5,2,5,1,4,6,5,3,5,3,5,5,2,5,5,2,5,4,6,2,3,2,3,3,3,2,3,3,2,3,3,3,3,3,1,2,2,2,3,1,NA,3,2,1,2,3,2,2,3
1310,10/14/13 13:47,65044,Female,18,6/18/95,Irish,Ireland,Yes,NA,Secondary (Inter/Junior Cert),Study & Research,Right handed,NA,Yes,No,No,NA,16,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,Yes,No,NA,NA,No,No,No,6,5,6,6,2,2,6,2,1,2,4,1,5,2,1,2,1,5,7,1,7,7,6,7,6,5,7,7,2,6,2,2,3,2,1,3,1,1,2,2,2,2,3,2,2,3,1,1,2,1,2,NA,2,2,1,1,1,2,1,1
1311,10/14/13 13:48,63680,Male,34,10/02/1978,Spanish,Ireland,Yes,NA,Third Level (Honours degree),Public Safety & Security,Right handed,Yes,No,Yes,Yes,1999,1999,10000,No,NA,No,NA,NA,NA,Yes,Yes,18,21,Yes,Yes,18,10,No,No,No,4,3,2,NA,1,6,6,7,3,5,4,3,NA,NA,7,6,6,5,1,3,4,5,6,7,2,6,7,6,5,1,3,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,2,3,2,3,4,NA,4,1,2,3,4,3,3,4
1312,10/14/13 13:51,65037,Male,34,01/01/1979,Irish,Ireland,Yes,NA,Fourth Level,Social Services,Right handed,Yes,No,No,Yes,2003,18,5000,Yes,speeding,Yes,2,minor,1,No,No,NA,NA,Yes,Yes,15,7,No,No,Yes,7,7,1,7,1,4,4,1,4,4,1,7,7,1,5,3,1,4,7,1,6,6,5,1,4,4,4,7,4,1,1,3,4,3,3,4,1,1,1,1,2,1,3,2,1,4,3,2,3,1,4,NA,1,3,1,4,4,3,1,2
1313,10/14/13 13:53,65049,Female,20,06/05/1993,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,3,4,No,No,No,7,7,1,4,3,1,5,1,1,1,3,4,6,1,2,1,5,1,7,2,7,7,4,7,7,1,6,6,2,3,2,2,1,4,2,4,1,2,2,4,1,1,4,3,1,3,3,2,3,1,1,NA,2,2,1,4,3,1,1,2
1314,10/14/13 13:53,63681,Male,37,07/08/1975,Spanish,Ireland,No,Spanish,Third Level (Honours degree),Accounting & Finance,NA,Yes,No,No,Yes,2013,35,8000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,28,3,No,Yes,Yes,7,5,7,5,1,2,5,6,4,3,5,5,3,6,4,3,1,3,3,1,4,5,2,3,2,6,7,7,1,3,2,3,4,2,2,3,3,1,1,1,1,2,2,2,2,4,2,1,3,3,4,NA,4,4,1,3,2,1,2,3
1315,10/14/13 13:53,65046,Female,22,11/20/90,Irish,Ireland,Yes,NA,Third Level (Honours degree),Study & Research,Right handed,Yes,No,No,Yes,2013,20,NA,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,6,2,No,No,Yes,6,5,1,6,4,1,6,1,3,1,2,3,2,2,3,4,5,4,5,2,6,5,3,6,3,6,7,6,1,2,1,3,2,3,1,2,1,2,1,3,2,2,3,4,1,1,2,2,2,1,3,NA,1,2,2,3,3,1,1,1
1316,10/14/13 13:58,65048,Female,47,2/20/66,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Health Care,Right handed,Yes,No,No,Yes,1993,19,40000,Yes,speeding,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,30,2,No,Yes,No,6,7,4,5,5,5,3,2,2,1,1,4,1,5,4,5,2,5,3,2,6,7,5,1,1,3,2,1,2,3,3,3,3,3,2,1,4,2,1,4,2,4,2,2,2,1,3,3,2,3,1,NA,3,2,1,1,1,1,3,2
1317,10/14/13 13:58,65053,Male,20,10/30/92,Saudi,Saudi Arabia,No,Arabic,Third Level (Cert/Diploma/General degree),Study & Research,Right handed,Yes,No,No,Yes,2010,15,10000,No,NA,No,NA,NA,NA,Yes,Yes,2,70,Yes,Yes,3,4,No,Yes,Yes,4,7,1,5,2,3,2,3,5,1,4,3,3,3,4,2,4,3,6,1,7,2,4,3,7,2,3,4,2,2,2,2,2,4,1,2,3,3,3,2,1,3,2,2,2,2,1,2,3,2,3,NA,3,2,2,3,3,2,3,2
1318,10/14/13 13:59,63682,Female,35,1/27/78,Polish,Ireland,No,Polish,Third Level (Honours degree),Marketing & ECommerce,Right handed,Yes,No,No,Yes,2004,24,8000,No,NA,Yes,1,Minor,0,No,No,NA,NA,Yes,Yes,10,0.25,No,No,Yes,5,3,1,5,2,3,3,1,5,3,3,2,2,1,2,2,2,5,5,3,5,2,2,2,2,2,2,5,3,2,2,3,2,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,NA,2,3,2,2,2,3,2,2
1319,10/14/13 13:59,63744,Male,32,10/08/2013,American,USA,Yes,NA,Fourth Level,Study & Research,Right handed,Yes,No,No,Yes,1998,16,10000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,0.2,1,No,Yes,Yes,5,5,2,6,5,6,6,2,6,1,4,5,6,2,6,5,5,5,7,2,7,6,3,5,6,6,7,7,5,2,3,3,4,2,3,4,3,4,3,4,4,2,3,2,1,3,3,1,3,2,4,NA,1,4,1,4,2,4,1,1
1320,10/14/13 14:02,34820,Female,68,7/15/44,Irish,Ireland,Yes,NA,Fourth Level,Teaching,Right handed,Yes,No,No,Yes,1975,17,10000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,47,9,No,No,No,7,1,1,4,4,2,6,1,1,1,5,1,1,1,1,2,1,2,5,1,6,7,4,1,2,2,1,5,1,1,2,2,3,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,NA,2,2,1,2,2,2,1,2
1321,10/14/13 14:04,50368,Male,36,1/20/76,Irish,Ireland,Yes,NA,Fourth Level,Accounting & Finance,Right handed,Yes,No,No,Yes,1993,16.5,30000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,14,5,No,No,Yes,7,6,3,6,6,1,6,5,5,3,6,7,7,5,6,4,1,5,6,1,7,6,6,6,7,6,7,7,6,2,2,3,3,4,2,3,1,2,2,2,1,2,3,2,2,3,2,1,3,2,2,NA,1,3,1,3,2,2,2,2
1322,10/14/13 14:04,63684,Male,29,5/31/83,German,Germany,No,German,Third Level (Cert/Diploma/General degree),Public Safety & Security,Right handed,Yes,No,Yes,Yes,2001,18,15000,No,NA,No,NA,NA,NA,Yes,No,4,NA,Yes,Yes,12 years,2,No,No,No,6,7,1,5,6,4,5,3,4,5,3,3,3,1,1,2,2,5,5,1,5,5,4,5,5,4,7,7,3,4,2,2,3,3,3,4,2,2,3,2,3,2,1,1,2,4,3,2,3,3,4,NA,1,4,1,2,1,3,4,1
1323,10/14/13 14:05,65045,Female,29,5/19/84,Russian,Ireland,No,Russian,Third Level (Cert/Diploma/General degree),Business,Right handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,11,NA,Yes,Yes,14,12.5,Yes,No,No,5,1,1,1,3,5,6,1,2,7,1,1,1,1,2,7,1,1,2,2,5,7,6,3,3,5,7,4,2,5,3,3,4,3,2,1,2,2,3,4,3,3,1,4,2,2,3,4,3,2,3,NA,1,4,2,2,1,3,4,1
1324,10/14/13 14:07,63736,Male,20,1/26/93,English,England,Yes,NA,Secondary (Inter/Junior Cert),Computer & IT,Right handed,Yes,No,No,Yes,2012,17,8000,No,NA,Yes,1,Not really,1,Yes,No,NA,NA,Yes,Yes,4,20,No,Yes,No,5,5,1,1,7,2,4,1,5,5,1,1,1,1,6,3,1,1,2,1,1,3,1,1,1,5,2,2,1,7,2,2,3,1,3,2,2,2,3,1,1,2,3,3,3,1,3,2,2,2,2,NA,1,3,1,2,3,3,3,2
1325,10/14/13 14:09,63683,Male,30,04/12/1983,German,Germany,No,German,Fourth Level,Public Safety & Security,Right handed,Yes,No,Yes,Yes,2001,18,20000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,15,3,No,No,No,6,5,1,6,4,4,5,1,1,2,3,6,5,1,2,1,2,1,7,3,4,5,5,7,5,5,6,4,3,5,1,1,2,3,1,3,3,1,2,2,1,2,NA,2,2,2,2,2,2,2,2,NA,2,2,1,3,2,3,3,2
1326,10/14/13 14:09,65039,Female,40,2/18/73,Irish,Ireland,Yes,NA,Fourth Level,Engineering,Right handed,Yes,No,No,Yes,NA,18,15000,Yes,speeding,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,15.5,4,No,Yes,Yes,6,6,1,7,2,3,5,1,1,1,1,6,5,1,1,1,1,5,1,1,3,5,4,1,1,3,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,10/14/13 14:10,65041,Female,53,03/07/1960,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Social Services,Right handed,Yes,No,No,Yes,1997,36,NA,No,NA,Yes,1,reversed into me on main road,0,Yes,No,NA,NA,Yes,No,NA,NA,No,No,Yes,7,3,1,4,1,1,2,1,1,2,1,1,1,1,1,1,1,5,1,1,7,5,1,1,1,1,1,5,3,1,1,1,2,3,1,3,1,2,3,3,1,1,2,1,3,1,1,2,2,2,1,NA,1,2,2,2,4,1,1,3
1328,10/14/13 14:12,63686,Male,22,05/01/1991,Irish,Ireland,Yes,NA,Third Level (Honours degree),Computer & IT,Right handed,Yes,No,No,Yes,2009,17,NA,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,7,6,No,No,Yes,6,6,1,3,4,2,5,1,1,2,6,4,7,1,3,4,4,4,7,2,4,1,5,4,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,10/14/13 14:13,63742,Female,19,8/23/93,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,No,No,No,No,NA,NA,NA,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,3,1,No,Yes,Yes,6,7,1,5,3,4,2,1,1,3,6,1,7,2,2,2,1,2,7,1,7,5,6,7,7,5,7,5,3,1,3,3,2,4,3,3,3,3,3,4,4,3,3,4,2,2,3,2,4,3,1,NA,2,4,4,3,2,4,2,2
1330,10/14/13 14:15,65042,Female,24,11/29/88,Irish,Ireland,Yes,NA,Third Level (Honours degree),Art & Design,Right handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,No,NA,NA,Yes,Yes,Yes,7,6,1,2,1,4,2,1,1,1,5,4,6,4,1,1,1,3,6,1,7,4,2,6,6,6,7,7,1,1,1,3,2,4,3,4,2,2,4,1,2,1,2,2,1,3,3,2,3,2,3,NA,2,1,1,3,3,3,1,2
1331,10/14/13 14:15,65040,Female,24,12/02/1988,Irish,Ireland,Yes,NA,Third Level (Honours degree),Teaching,Right handed,Yes,No,No,Yes,2011,20,30000,No,NA,Yes,2,wrote off,0,Yes,No,NA,NA,Yes,Yes,7,16,No,Yes,No,7,6,1,6,5,6,6,1,2,1,2,2,7,1,1,2,2,2,7,3,7,6,3,1,7,5,7,5,1,1,2,3,1,4,3,2,3,2,1,1,2,1,1,2,2,2,2,1,2,1,2,NA,1,2,1,3,2,2,1,2
1332,10/14/13 14:17,63687,Female,21,10/09/1991,Irish,Ireland,Yes,NA,Third Level (Honours degree),Study & Research,Right handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,2.5,6,Yes,Yes,4,6,No,Yes,No,6,7,2,2,5,2,5,1,5,2,5,2,4,2,5,1,1,3,5,4,5,3,3,4,5,5,5,2,1,1,2,4,3,1,2,3,2,2,2,4,1,2,1,2,2,1,2,4,3,2,3,NA,1,1,4,4,4,2,1,1
1333,10/14/13 14:18,65038,Male,20,9/20/92,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),NA,Left handed,No,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,2,5,Yes,Yes,4,24,No,No,No,7,4,1,1,6,NA,4,1,1,5,3,1,2,1,1,2,1,1,2,1,5,5,6,3,1,3,5,4,1,5,3,3,3,3,2,1,2,2,3,2,2,3,3,3,3,1,3,2,2,2,1,NA,2,2,3,2,3,2,3,3
1334,10/14/13 14:20,65043,Male,18,8/30/94,Irish,Ireland,Yes,NA,Secondary (Inter/Junior Cert),Study & Research,Right handed,No,Yes,No,No,NA,16,NA,No,NA,No,NA,NA,NA,No,No,NA,NA,No,No,NA,NA,No,No,Yes,7,7,3,4,6,4,7,3,2,2,5,3,6,4,3,1,3,5,6,2,7,6,3,5,4,5,7,5,5,4,2,3,2,2,4,3,3,3,3,3,3,2,4,3,2,4,3,1,3,3,2,NA,2,3,2,4,2,2,2,2
1335,10/14/13 14:20,65031,NA,NA,NA,NA,NA,NA,NA,Third Level (Cert/Diploma/General degree),Teaching,Right handed,Yes,No,No,Yes,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,10/14/13 14:22,63685,Male,30,02/06/1983,German,Germany,No,German,Primary,Artisan,Right handed,Yes,No,No,Yes,1999,16,8000,No,NA,Yes,1,only material damage,1,Yes,No,NA,NA,Yes,Yes,16,8,No,No,No,6,5,2,5,4,5,5,1,7,1,3,7,6,1,4,1,2,4,5,4,5,6,2,7,6,4,4,4,2,6,3,3,3,4,3,3,4,1,2,2,1,2,1,4,1,1,3,1,2,3,2,NA,4,3,1,2,3,2,3,1
1337,10/14/13 14:23,63625,Female,20,3/17/93,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),NA,Right handed,No,Yes,Yes,No,NA,17,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,3,4,No,No,Yes,7,6,1,1,7,1,4,1,2,5,1,1,2,1,5,5,5,1,5,1,6,5,6,4,4,6,6,4,4,1,2,3,3,3,2,2,3,3,3,3,1,3,3,2,2,1,2,3,3,3,3,NA,2,4,2,2,3,1,2,3
1338,10/14/13 14:30,65035,Female,26,4/29/87,Dutch,Ireland,No,Dutch,Third Level (Honours degree),Clerk,Right handed,No,Yes,Yes,No,NA,21,NA,No,NA,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,7.5,5,No,No,No,2,6,1,5,5,5,1,1,4,5,2,2,2,1,5,7,3,4,3,2,5,2,6,2,3,5,5,5,2,3,1,2,1,2,2,1,1,1,2,1,1,1,1,4,2,2,2,2,2,1,4,NA,2,1,2,2,3,1,1,1
1339,10/14/13 14:30,63661,Female,24,05/06/1989,Irish,Ireland,Yes,NA,Third Level (Honours degree),Computer & IT,Right handed,No,NA,Yes,No,NA,15,1000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,6,1,No,No,Yes,7,6,4,6,6,7,6,6,1,1,7,5,7,4,1,5,3,1,7,2,4,3,5,4,1,7,7,6,5,1,3,2,1,3,4,2,4,3,4,2,2,2,2,2,2,2,3,3,3,2,4,NA,3,4,1,4,1,2,2,1
1340,10/14/13 14:31,63713,Male,18,8/15/94,American,USA,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,Yes,No,No,Yes,2012,16,8000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,NA,2,No,Yes,Yes,5,1,4,6,2,2,1,3,7,2,6,2,6,1,7,1,1,2,7,1,6,6,1,6,6,4,4,5,2,6,2,3,3,3,2,2,2,2,3,2,1,2,3,3,2,2,1,2,2,2,2,NA,3,3,2,2,2,3,3,2
1341,10/14/13 14:35,4642,Male,42,11/14/70,Irish,Ireland,Yes,NA,Fourth Level,Human Resurces,NA,NA,No,No,Yes,2001,17,10000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,22,10,No,No,Yes,7,1,1,1,3,3,4,1,1,1,5,1,3,1,1,2,5,1,3,1,2,3,2,1,4,4,2,7,2,1,2,3,3,4,2,3,1,1,2,3,2,2,2,3,2,3,3,2,2,3,2,NA,2,3,3,4,4,3,2,2
1342,10/14/13 14:36,56871,Male,18,7/21/94,American/Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,Yes,No,No,Yes,2012,16,8000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,1,4,No,No,No,6,7,3,5,2,1,2,1,1,2,1,4,5,1,1,1,1,4,7,1,4,6,2,5,3,1,6,4,1,1,1,1,2,3,2,1,1,1,1,1,1,1,3,2,1,2,3,2,2,1,4,NA,3,3,1,1,2,1,1,1
1343,10/14/13 14:37,63662,Male,22,09/01/1990,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Study & Research,Right handed,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,Yes,Yes,5,16,No,Yes,No,5,4,1,1,5,1,6,6,1,1,5,3,5,6,5,1,2,2,6,1,5,6,7,5,1,7,3,4,1,6,1,3,1,4,2,1,2,1,1,4,2,2,3,3,1,2,2,2,4,2,1,NA,2,2,3,2,4,2,1,3
1344,10/14/13 14:40,64246,Female,31,5/27/82,German,Sweden,No,German,Third Level (Honours degree),Art & Design,Left handed,Yes,No,No,Yes,2000,18,15000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,12,2,No,Yes,No,6,5,1,5,1,2,5,1,2,3,6,3,5,1,4,5,2,2,4,4,7,5,3,2,2,5,7,6,1,2,3,3,2,2,2,1,3,1,2,2,2,3,4,4,3,3,3,2,1,3,4,NA,2,2,1,2,1,2,2,2
1345,10/14/13 14:40,63674,Male,30,10/08/1982,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),TV & Media Communication,Left handed,Yes,No,No,Yes,2006,23,3000,Yes,speeding,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,13,7,No,No,Yes,7,1,1,6,5,1,5,1,1,1,4,2,2,3,1,NA,1,7,2,1,7,6,1,4,5,6,1,1,1,2,2,2,1,3,3,3,3,3,4,1,1,2,4,1,2,3,2,3,1,4,2,NA,4,2,2,3,4,2,2,3
1346,10/14/13 14:41,63724,Female,22,8/20/90,Finnish,Ireland,No,Finnish,Secondary (Leaving Cert),Pharmaceutical,Right handed,Yes,No,No,Yes,2008,17,10000,No,NA,Yes,1,minor,1,Yes,No,NA,NA,Yes,Yes,7,12,No,Yes,No,7,5,1,7,6,5,6,2,7,6,6,5,7,3,5,5,5,5,7,6,5,5,6,7,7,7,7,7,7,6,2,4,4,4,2,4,3,3,2,2,2,1,1,4,1,3,4,3,4,2,4,NA,3,4,3,4,3,3,4,1
1347,10/14/13 14:44,65004,Female,19,12/22/93,Irish,Ireland,Yes,NA,Secondary (Leaving Cert),Study & Research,Right handed,No,Yes,No,No,NA,17,NA,No,NA,No,NA,NA,NA,Yes,Yes,5,8,Yes,Yes,5,NA,No,Yes,Yes,6,7,3,5,7,7,3,5,2,1,1,4,5,5,7,7,7,5,5,2,7,5,7,6,6,4,6,6,6,6,3,4,3,3,4,4,2,4,4,3,2,3,3,3,2,3,3,3,3,3,1,NA,2,3,4,4,2,2,2,2
1348,10/14/13 14:45,65003,Male,22,4/29/91,British,Ireland,Yes,NA,Third Level (Honours degree),Study & Research,Right handed,Yes,No,No,Yes,2009,17,4000,No,NA,NA,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,7.5,20,No,No,Yes,6,7,4,6,6,4,5,2,3,5,6,6,5,5,7,2,1,4,5,1,6,5,1,3,5,5,7,7,6,4,2,2,2,2,3,4,3,2,3,3,1,3,3,3,3,3,3,3,2,2,3,NA,2,1,1,2,2,1,2,1
1349,10/14/13 14:46,63721,Male,32,7/21/81,British,UK,Yes,NA,Fourth Level,Engineering,Right handed,Yes,No,No,Yes,2000,17,5000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,14,15,No,No,No,7,6,5,4,6,4,6,5,3,3,3,3,5,4,4,3,1,1,4,3,5,5,3,2,4,5,5,4,3,5,1,1,3,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,3,NA,1,2,1,1,2,2,2,3
1350,10/14/13 14:46,37302,Female,29,12/07/1985,Irish,Ireland,Yes,NA,Fourth Level,Self Employed,Right handed,Yes,No,No,Yes,2008,21,5000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,12,7,No,No,Yes,6,3,1,2,2,1,4,1,1,1,1,1,1,1,1,2,1,3,1,1,7,5,1,1,5,3,1,6,4,1,1,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,1,2,1,2,1,NA,4,2,1,2,2,1,2,2
1351,10/14/13 14:48,64998,Female,33,5/23/80,Irish,Ireland,Yes,NA,Third Level (Cert/Diploma/General degree),Computer & IT,Right handed,Yes,No,No,Yes,2001,21,8000,No,NA,No,NA,NA,NA,Yes,No,NA,NA,Yes,Yes,14,0.25,No,No,No,7,5,1,2,5,2,5,1,1,1,2,1,7,1,3,3,5,4,7,1,3,3,5,5,1,5,6,5,1,1,3,3,1,2,1,3,1,2,2,4,1,1,1,2,2,1,1,3,2,3,1,NA,1,1,4,2,4,1,2,2
1352,10/14/13 14:53,63722,Female,24,10/24/88,British,England,Yes,NA,Fourth Level,Study & Research,Right handed,Yes,No,No,Yes,2007,16,8000,No,NA,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,8,24,No,No,No,3,7,1,3,7,1,2,1,2,1,1,1,5,1,1,5,3,5,1,1,4,5,1,1,2,3,7,6,2,1,3,3,2,3,3,4,4,2,4,4,1,2,3,1,3,1,2,1,1,3,3,NA,3,3,4,4,4,1,3,4
1353,10/14/13 14:55,65005,Female,55,03/12/1958,Irish,Ireland,Yes,NA,Fourth Level,Medical,Right handed,Yes,No,No,Yes,1980,21,6000,Yes,speeding,No,NA,NA,NA,No,No,NA,NA,Yes,Yes,35,3,No,No,No,5,7,7,7,7,7,4,7,7,7,7,7,7,7,7,3,7,7,7,7,5,6,5,7,7,7,5,5,7,7,2,2,1,2,2,1,2,3,3,3,1,2,2,1,NA,1,2,2,2,2,1,NA,2,1,2,2,2,2,4,2
