X,Timestamp,ID,GENDER,AGE,DATE_OF_BIRTH,0TIO0LITY,COUNTRY_OF_RESIDENCE,ENGLISH_FIRST_LENGUAGE,IF_NOT_ENGLISH_SPECIFY,HIGHEST_LEVEL_EDUCATION,OCCUPATION,DOMI0NT_HAND,DO_YOU_DRIVE,CURRENTLY_LEARNING_DRIVE,CURRENTLY_HOLD_LEARNING_DRIVER_PERMIT,CURRENTLY_HOLD_FULL_DRIVING_LICENSE,RECEIVE_FULL_DRIVING_LICENSE,AGE_STARTED_DRIVING,AVERAGE_KM_MILEAGE_PER_YEAR,HAVE_PE0LTY_POINTS,PE0LTY_POINTS_FOR_WHAT,COLLISIONS_LAST_TWO_YEARS,HOW_MANY_COLLISIONS_LAST_TWO_YEARS,HOW_SERIOUS_COLLISIONS,FOR_HOW_MANY_WERE_CULPABLE,EVER_SMOKED,SMOKE_CURRENTLY,HOW_MANY_YEARS_SMOKING,HOW_MANY_CIGARETTES_PER_WEEK,EVER_DRANK_ALCOHOL,DRINK_CURRENTLY,HOW_MANY_YEARS_DRINKING,HOW_MUCH_UNITS_OF_ALCOHOL_PER_WEEK,PREVIOUSLY_DIAGNOSED_HEALTH_CONDITION_REQUIRING_SIGNIFICANT_LIFESTYLE_CHANGES.,CONSIDER_YOURSELF_RISKTAKER,DEAL_WITH_RISK_AND_UNCERTANTLY_DAILY_BASIS,Admitting.that.your.tastes.are.different.from.those.of.a.friend,Going.camping.in.the.wilderness,Betting.a.day.s.income.at.the.horse.races,Investing.10..of.your.annual.income.in.a.moderate.growth.mutual.fund,Drinking.heavily.at.a.social.function,Taking.some.questio0ble.deductions.on.your.income.tax.return,Disagreeing.with.an.authority.figure.on.a.major.issue,Betting.a.day.s.income.at.a.high.stake.poker.game,Having.an.affair.with.a.married.man.woman,Passing.off.someone.else.s.work.as.your.own,Going.down.a.ski.run.that.is.beyond.your.ability,Investing.5..of.your.annual.income.in.a.very.speculative.stock,Going.whitewater.rafting.at.hight.water.in.the.spring,Betting.a.day.s.income.on.the.outcome.of.a.sporting.event,Engaging.in.unprotected.sex,Revealing.a.friend.s.secret.to.someone.else,Driving.a.car.without.wearing.a.seat.belt,Investing.10..of.your.annual.income.in.a.new.business.venture,Taking.a.skydiving.class,Riding.a.motorcycle.without.a.helmet,Choosing.a.career.that.you.truly.enjoy.over.a.more.secure.one,Speaking.your.mind.about.an.unpopular.issue.in.a.meeting.at.work,Sunbathing.without.sunscreen,Bungee.jumping.off.a.tall.bridge,Piloting.a.small.plane,Walking.home.alone.at.night.in.an.unsafe.area.of.town,Moving.to.a.city.far.away.from.your.extended.family,Starting.a.new.career.in.your.mid.thirties,Leaving.your.young.children.alone.at.home.while.running.an.errand,Not.returning.a.wallet.you.found.that.contains....200,I.plan.tasks.carefully,I.do.things.without.thinking,I.make.up.my.mind.quickly,I.am.happy.go.lucky,I.don.t..pay.attention.,I.have..racing..thoughts,I.plan.trips.well.ahead.of.time,I.am.self.controlled,I.concentrate.easily,I.save.regularly,I..squirm..at.plays.or.lectures,I.am.a.careful.thinker,I.plan.for.job.security,I.say.things.without.thinking,I.like.to.think.about.complex.problems,I.change.jobs,I.act..on.impulse.,I.get.easily.bored.when.solving.thought.problems,I.act.on.the.spur.of.the.moment,I.am.a.steady.thinker,I.change.residences,I.buy.things.on.impulse,I.can.only.think.about.one.thing.at.a.time,I.change.hobbies,I.spend.or.charge.more.than.I.earn,I.often.have.extraneous.thoughts.when.thinking,I.am.more.interested.in.the.present.than.the.future,I.am.restless.at.the.theater.or.lectures,I.like.puzzles,I.am.future.oriented,BIS_Sum,BIS_Attention,BIS_Cog_Instability,BIS_Motor,BIS_Perseverance,BIS_self_control,BIS_Cog_Complexity,DOS_Ethical,DOS_Fin_Investment,DOS_Fin_Gambling,DOS_HealthSafety,DOS_Recreatio0l,DOS_Social,AGE_Precent_Smoking,AGE_Precent_Drinking
1113,10/11/2013 13:06,63501,Male,20,01/10/1993,Irish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
1114,10/11/2013 13:10,63478,Female,27,11/20/85,Irish,Ireland,Yes,0,Fourth Level,Teacher/writer,Right handed,No,No,No,No,0,0,0,0,0,No,0,0,0,No,No,0,0,Yes,Yes,11,0,No,No,No,7,7,1,4,7,4,0,3,1,1,7,4,2,1,1,2,5,4,7,3,7,5,7,7,3,5,5,7,1,1,3,2,1,3,2,3,3,2,3,2,2,4,2,2,2,2,2,3,2,2,1,0,2,1,2,2,4,2,2,3,0,11,6,0,8,16,13,10,12,5,28,33,0,27,16
1115,10/11/2013 13:11,63511,Male,23,5/13/90,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,No,No,No,No,0,0,0,0,0,0,0,0,0,No,No,0,0,Yes,Yes,4,4,No,No,No,7,5,1,1,5,4,5,1,1,3,5,1,5,2,1,3,1,1,6,1,6,4,6,6,2,6,7,4,4,3,3,4,3,4,3,4,4,3,1,1,2,2,1,3,2,3,3,2,2,3,4,0,4,1,2,3,3,3,4,2,0,12,8,0,13,16,12,18,3,4,20,29,33,23,19
1116,10/11/2013 13:16,63516,Male,24,09/12/1988,Australian,Australia,Yes,0,Third Level (Cert/Diploma/General degree),Photographer,Right handed,Yes,No,No,Yes,2006,17,9000,No,0,Yes,1,Not very - cosmetic damage,1,No,No,0,0,Yes,Yes,7.5,15,No,Yes,No,7,6,1,2,6,2,5,1,4,2,2,4,1,5,1,5,2,1,4,2,7,6,7,1,4,3,7,6,2,1,3,3,4,4,2,2,2,4,3,3,3,4,2,2,3,4,2,1,4,3,3,0,3,3,1,3,2,2,3,3,0,13,8,0,13,17,12,16,7,7,21,18,38,24,16.5
1117,10/11/2013 13:18,63492,Female,56,7/27/56,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Pharmacy Assistant,Right handed,Yes,No,No,Yes,1973,17,10000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,30,5,No,No,No,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,2,1,1,2,3,2,2,3,2,3,2,2,2,1,2,2,3,2,1,1,2,1,2,1,0,2,1,2,2,3,1,2,2,0,9,5,0,6,14,11,6,4,3,8,6,14,56,26
1118,10/11/2013 13:22,63493,Male,68,12/04/1944,Australian,Australia,Yes,0,Secondary (Leaving Cert),Retired Boat Builder,Right handed,Yes,No,No,Yes,1960,17,10000,No,0,No,0,0,0,Yes,No,48,0,Yes,Yes,52,2.5,No,Yes,No,7,7,3,5,5,2,6,1,1,1,3,3,7,3,6,3,4,2,5,1,6,7,7,7,7,6,7,3,6,7,2,2,4,4,4,3,1,4,2,2,4,4,1,2,3,1,2,2,2,1,2,0,4,1,2,2,2,1,4,2,0,12,6,0,9,14,13,20,10,7,29,36,36,20,16
1119,10/11/2013 13:26,63522,Male,23,04/12/1990,Irish,Ireland,Yes,0,Fourth Level,Student,Right handed,Yes,No,No,Yes,2012,19,0,No,0,No,0,0,0,Yes,No,6,21,Yes,Yes,8,0,No,No,No,7,2,1,4,5,6,7,1,1,1,1,1,5,1,7,6,1,1,3,1,7,7,5,7,1,2,5,1,6,7,3,3,4,4,3,3,3,4,2,3,3,3,3,4,4,1,3,3,3,4,2,0,1,1,2,3,1,3,3,4,0,15,7,0,8,20,14,27,6,3,21,19,34,17,15
1120,10/11/2013 13:28,63525,Male,22,03/11/1991,Irish,Ireland,Yes,0,Third Level (Honours degree),Music Teacher,Right handed,Yes,No,Yes,No,0,20,0,No,0,No,0,0,0,Yes,No,1,0,Yes,Yes,7,0,No,No,Yes,6,7,1,1,4,1,6,1,5,2,4,1,4,6,7,4,5,5,1,1,5,4,7,1,1,7,5,5,1,1,3,1,4,1,1,4,4,2,4,2,3,3,2,3,4,1,2,3,2,3,1,0,1,3,2,2,2,1,2,3,0,12,9,0,6,17,13,14,7,8,31,18,31,21,15
1121,10/11/2013 13:32,63524,Male,23,4/28/90,Irish,Ireland,Yes,0,Fourth Level,Student,Left handed,Yes,No,No,Yes,2008,17,0,No,0,Yes,2,"Wrote off car, and slight dent",1,No,No,0,0,Yes,Yes,6,25,No,No,Yes,6,2,2,3,6,1,6,2,1,1,1,3,2,5,4,1,1,4,5,1,7,6,6,3,2,1,6,3,2,1,2,2,3,1,1,3,3,3,3,2,2,3,2,1,4,2,3,1,2,3,2,0,1,4,2,4,2,2,2,2,0,11,11,0,7,14,11,7,10,9,19,15,34,23,17
1122,10/11/2013 13:30,63226,Male,28,11/08/1984,Irish,Ireland,Yes,0,Fourth Level,Accountant,Right handed,Yes,No,No,Yes,2006,17,6000,Yes,speeding,No,0,0,0,No,No,0,0,Yes,Yes,12,5,No,No,Yes,7,7,1,2,5,5,5,1,1,2,4,2,5,1,2,3,1,4,6,1,5,6,2,6,6,5,5,5,2,3,2,3,3,3,3,3,2,3,2,4,2,3,2,2,3,3,2,4,3,3,1,0,2,4,4,3,2,2,4,4,0,12,10,0,10,14,17,16,8,3,16,34,33,28,16
1123,10/11/2013 13:33,52366,Female,28,07/08/1984,Irish,Ireland,Yes,0,Fourth Level,Admin,Left handed,Yes,No,No,Yes,2009,24,10000,Yes,speeding,Yes,1,not serious,1,No,No,0,0,Yes,Yes,12,4,No,No,No,7,3,3,3,7,4,5,3,5,2,1,1,1,5,6,4,1,5,5,2,6,5,2,4,6,4,5,6,4,1,3,3,3,3,3,1,1,4,4,1,1,2,1,2,3,3,3,2,2,2,3,0,1,2,4,2,2,1,3,2,0,11,5,0,9,13,11,20,9,11,22,20,34,28,16
1124,10/11/2013 13:33,62562,Female,48,11/30/64,Austrian,Austria,No,German,Fourth Level,Intercultural Specialist,Right handed,Yes,No,No,Yes,1982,18,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,30,12,No,Yes,Yes,7,1,1,1,1,4,7,1,1,1,6,1,1,1,1,1,6,6,1,1,7,7,6,1,2,4,7,7,5,1,3,2,2,2,1,3,2,3,3,2,1,4,2,2,4,3,2,2,3,4,4,0,1,3,1,3,2,1,2,3,0,10,9,0,11,16,12,13,8,3,19,12,42,48,18
1125,10/11/2013 13:35,63455,Male,18,09/02/1994,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,No,Yes,No,No,0,18,0,0,0,0,0,0,0,Yes,Yes,0.5,2,Yes,Yes,13,18,No,No,Yes,6,6,5,2,6,2,5,5,6,7,5,5,5,3,3,7,4,4,7,3,7,6,7,6,1,5,6,7,5,6,2,4,3,4,3,4,3,2,2,2,3,2,2,4,4,3,2,1,2,3,4,0,2,4,4,4,3,4,4,4,0,15,12,0,13,15,14,33,11,13,28,30,37,17.5,5
1126,10/11/2013 13:38,63526,Male,21,11/08/1991,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,Yes,Yes,Yes,No,0,18,0,No,0,No,0,0,0,No,No,0,0,No,No,0,0,No,No,No,6,3,1,4,1,3,5,1,1,2,3,4,4,2,4,2,1,4,4,2,5,4,5,5,5,2,4,4,1,1,2,2,3,1,2,2,1,3,3,3,1,2,2,2,2,0,3,1,2,3,1,0,2,1,1,2,2,1,3,2,0,10,5,0,0,12,11,10,12,4,15,24,28,21,21
1127,10/11/2013 13:39,63517,Male,44,12/04/1968,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Retailer,Left handed,Yes,No,No,Yes,1996,28,2000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,26,4,No,Yes,No,5,3,1,3,3,3,3,2,1,1,3,3,1,3,1,1,1,5,4,1,7,5,1,1,4,2,1,4,1,1,2,2,3,3,2,1,3,2,3,1,1,2,2,2,2,1,2,2,2,2,1,0,3,1,2,2,4,2,1,2,0,10,4,0,7,13,10,8,11,6,9,16,25,44,18
1128,10/11/2013 13:42,62564,Female,41,03/05/1972,American,USA,Yes,0,Third Level (Cert/Diploma/General degree),Mgr.,Right handed,Yes,No,No,Yes,1988,16,20000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,20,2,No,No,No,7,6,1,3,6,1,6,1,1,1,1,1,3,1,7,6,1,1,1,1,3,3,1,1,1,1,5,7,1,1,3,2,2,3,3,3,3,3,3,2,2,2,1,2,2,2,2,1,3,1,3,0,1,4,3,3,3,3,1,2,0,12,10,0,8,14,9,11,5,3,17,13,31,41,21
1129,10/11/2013 13:42,57176,Female,29,1/30/84,Irish,Ireland,Yes,0,Fourth Level,Unemployed,Right handed,No,0,0,,0,0,0,0,0,0,0,0,0,No,No,0,0,Yes,Yes,12,2,Yes,Yes,No,7,1,1,1,3,2,4,1,1,1,1,1,1,1,0,2,1,5,5,1,4,3,4,1,1,1,4,5,1,1,3,2,2,4,2,0,2,4,4,4,2,2,3,2,2,2,2,2,2,4,1,0,2,1,1,0,2,2,1,2,0,14,0,0,7,16,11,8,7,3,0,10,27,29,17
1130,10/11/2013 13:44,63528,Male,50,09/01/1962,Irish,Northern Ireland,Yes,0,Third Level (Honours degree),Consultant,Right handed,Yes,No,No,Yes,1987,23,16000,No,0,No,0,0,0,No,No,0,0,No,No,0,0,No,Yes,Yes,6,3,1,2,1,1,7,2,1,1,3,2,1,1,0,1,1,6,4,2,7,7,1,1,4,5,6,7,2,1,3,2,4,2,2,2,2,3,2,2,2,2,2,2,4,2,3,1,2,2,2,0,1,1,2,4,1,2,4,4,0,10,7,0,9,14,12,7,10,4,0,16,40,50,50
1131,10/11/2013 13:45,63456,Male,19,11/04/1993,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,Yes,Yes,Yes,No,0,18,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,2,8,No,Yes,No,6,3,2,3,5,4,5,3,4,5,5,3,5,4,4,2,1,2,3,3,6,5,5,4,4,6,6,4,1,1,4,2,3,4,2,2,4,3,3,3,3,3,2,3,4,1,2,2,3,3,1,0,2,2,3,4,3,2,3,4,0,13,8,0,8,19,15,17,8,9,24,24,32,19,17
1132,10/11/2013 13:47,63519,Female,25,4/26/88,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),"Service Officer, Ulster Bank",Right handed,No,No,No,No,0,0,0,0,0,No,0,0,0,Yes,No,0,0,Yes,Yes,8.5,0,No,No,No,7,1,1,1,7,1,7,1,1,1,1,1,7,1,7,1,1,1,7,1,1,7,1,7,1,7,0,7,1,1,2,2,1,1,2,4,4,1,4,1,3,3,3,2,4,1,2,1,1,1,4,0,3,3,3,3,1,2,4,4,0,12,10,0,12,15,11,6,3,3,24,24,0,25,16.5
1133,10/11/2013 13:48,62561,Male,17,02/06/1996,Austrian,Netherlands,No,German,Secondary (Leaving Cert),Student,Right handed,Yes,Yes,Yes,No,0,17,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,2,7,No,No,No,6,7,1,4,2,3,6,7,2,1,5,3,4,1,2,2,2,5,7,5,6,7,3,6,6,5,6,6,4,2,3,2,3,2,2,3,3,4,3,2,1,3,1,2,4,2,1,2,1,3,4,0,2,3,2,2,2,1,2,3,0,10,8,0,11,16,12,14,12,9,19,35,37,17,15
1134,10/11/2013 13:49,63532,Male,27,03/10/1986,Irish,Ireland,Yes,0,Fourth Level,Banking,Right handed,No,Yes,Yes,No,0,20,0,0,0,0,0,0,0,No,No,0,0,Yes,Yes,10,10,No,No,Yes,6,6,2,2,3,3,6,1,2,1,5,3,4,3,1,1,1,3,2,1,6,6,1,2,1,6,6,6,2,1,2,2,1,2,2,4,2,3,2,4,1,2,3,3,4,4,3,2,2,1,3,0,1,4,2,3,4,2,4,2,0,8,11,0,10,15,18,10,8,6,13,20,36,27,17
1135,10/11/2013 13:55,63529,Male,31,11/23/81,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),DJ,Left handed,Yes,No,Yes,No,0,28,0,No,0,Yes,1,Medium,0,Yes,Yes,10,10,Yes,Yes,15,14,No,Yes,Yes,5,1,1,1,5,3,5,1,4,4,1,1,1,1,1,5,6,3,5,4,7,5,5,5,1,5,4,4,1,4,2,3,3,3,3,3,2,2,2,1,2,2,2,3,3,3,3,3,3,2,1,0,2,3,3,3,3,2,3,3,0,11,9,0,9,13,13,21,5,3,26,14,30,21,16
1136,10/11/2013 13:57,63531,Female,31,3/16/82,Irish,Ireland,Yes,0,Fourth Level,Administrator,Right handed,Yes,Yes,Yes,No,0,29,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,12,0,No,No,Yes,3,1,1,4,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,5,2,1,1,1,1,2,4,1,1,4,2,1,2,1,4,4,4,4,4,1,4,4,1,4,3,1,1,1,4,2,0,4,2,2,2,3,1,2,2,0,11,8,0,11,21,14,8,6,3,7,6,18,31,19
1137,10/11/2013 14:01,63530,Female,67,9/18/45,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Retired,Right handed,Yes,No,No,Yes,1975,20,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,30,1,No,No,No,6,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,3,2,1,1,5,5,1,1,1,1,1,5,1,1,3,2,3,3,2,3,1,3,3,4,2,2,3,2,2,1,3,2,2,3,1,0,1,3,2,3,3,1,2,2,0,11,9,0,5,14,13,6,4,3,8,8,27,67,37
1138,10/11/2013 13:59,62447,Male,48,5/23/64,Irish,Ireland,Yes,0,Fourth Level,IT A0lyst,Left handed,Yes,No,No,Yes,1988,22,20000,0,0,No,0,0,0,No,No,0,0,Yes,Yes,30,7,No,0,0,7,4,1,6,3,4,4,1,1,1,6,5,4,4,4,4,3,5,5,2,5,5,5,5,5,4,7,7,1,4,2,2,3,2,2,3,3,3,3,3,3,3,3,3,4,4,3,2,2,3,4,0,3,3,2,3,2,3,3,3,0,14,9,0,14,17,14,15,16,6,21,29,35,48,18
1139,10/11/2013 14:01,63456,Male,19,11/04/1993,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,Yes,Yes,Yes,No,0,18,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,2,8,No,Yes,No,6,3,2,3,5,4,5,3,4,5,5,3,5,4,4,2,1,2,3,3,6,5,5,4,4,6,6,4,1,1,4,2,3,4,2,2,4,3,3,3,3,3,2,3,4,1,2,2,3,3,1,0,2,2,3,4,3,2,3,4,0,13,8,0,8,19,15,17,8,9,24,24,32,19,17
1140,10/11/2013 14:02,63533,Male,22,04/05/1991,Irish,Ireland,Yes,0,Third Level (Honours degree),,Right handed,Yes,No,No,Yes,2011,18,1500,Yes,speeding,No,0,0,0,Yes,No,0,0,Yes,Yes,4,10,No,No,No,6,3,2,6,4,1,5,4,2,3,5,4,6,3,6,2,1,4,5,1,4,5,5,5,5,6,3,3,4,2,4,1,2,2,1,3,3,3,4,4,1,4,3,1,4,1,2,2,2,3,3,0,1,2,3,3,2,1,3,3,0,10,8,0,8,18,15,14,14,9,23,29,26,22,18
1141,10/11/2013 14:03,63456,Male,19,11/04/1993,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,Yes,Yes,Yes,No,0,18,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,2,8,No,Yes,No,6,3,2,3,5,4,5,3,4,5,5,3,5,4,4,2,1,2,3,3,6,5,5,4,4,6,6,4,1,1,4,2,3,4,2,2,4,3,3,3,3,3,2,3,4,1,2,2,3,3,1,0,2,2,3,4,3,2,3,4,0,13,8,0,8,19,15,17,8,9,24,24,32,19,17
1142,10/11/2013 14:03,63456,Male,19,11/04/1993,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,Yes,Yes,Yes,No,0,18,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,2,8,No,Yes,No,6,3,2,3,5,4,5,3,4,5,5,3,5,4,4,2,1,2,3,3,6,5,5,4,4,6,6,4,1,1,4,2,3,4,2,2,4,3,3,3,3,3,2,3,4,1,2,2,3,3,1,0,2,2,3,4,3,2,3,4,0,13,8,0,8,19,15,17,8,9,24,24,32,19,17
1143,10/11/2013 14:03,63456,Male,19,11/04/1993,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,Yes,Yes,Yes,No,0,18,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,2,8,No,Yes,No,6,3,2,3,5,4,5,3,4,5,5,3,5,4,4,2,1,2,3,3,6,5,5,4,4,6,6,4,1,1,4,2,3,4,2,2,4,3,3,3,3,3,2,3,4,1,2,2,3,3,1,0,2,2,3,4,3,2,3,4,0,13,8,0,8,19,15,17,8,9,24,24,32,19,17
1144,10/11/2013 14:07,63460,Male,24,03/07/1985,Irish,Ireland,Yes,0,Fourth Level,Project Mgr,Right handed,Yes,0,0,Yes,2007,18,10000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,6,6,No,No,Yes,7,5,1,5,5,4,6,1,7,4,5,1,3,1,7,5,1,2,5,1,6,6,3,5,2,7,5,1,6,7,3,2,2,2,1,3,3,3,2,4,4,4,4,3,3,1,3,1,2,3,2,0,1,4,1,3,2,1,3,4,0,11,10,0,8,20,13,33,8,3,24,25,31,24,18
1145,10/11/2013 14:07,63534,Male,22,01/10/1991,Irish,Ireland,Yes,0,Third Level (Honours degree),N/A,Right handed,No,No,No,No,0,0,0,0,0,0,0,0,0,No,No,0,0,Yes,Yes,4,10,No,Yes,No,7,3,1,3,1,1,7,1,1,1,3,7,3,1,1,2,1,7,7,1,7,5,5,6,5,6,6,5,3,1,4,2,1,3,1,4,2,3,3,2,2,4,3,2,4,2,3,1,3,3,1,0,1,3,1,3,2,1,3,2,0,10,10,0,6,18,12,9,17,3,15,27,37,22,18
1146,10/11/2013 14:08,63535,Male,33,7/14/79,Irish,Ireland,Yes,0,Third Level (Honours degree),Barrister,Left handed,Yes,0,0,Yes,1998,16,3000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,19,10,Yes,Yes,Yes,0,5,2,0,6,2,6,2,1,2,6,4,6,2,6,2,6,4,5,5,7,7,5,6,4,6,6,6,1,1,1,2,3,2,2,3,1,3,3,1,2,2,1,2,2,2,2,2,2,2,3,0,3,1,1,2,3,0,3,2,0,0,6,0,10,10,11,9,0,6,34,32,0,33,14
1147,10/11/2013 14:11,63538,Male,23,05/01/1990,Irish,Ireland,Yes,0,Third Level (Honours degree),Student,Right handed,No,No,Yes,No,0,0,0,No,0,No,0,0,0,Yes,0,0,0,Yes,Yes,7,0,No,No,No,5,6,1,2,7,3,5,1,3,6,5,4,5,1,3,3,3,4,6,2,5,5,2,6,3,6,6,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,3,23,31,30,23,16
1148,10/11/2013 14:12,63457,Male,31,6/18/81,Irish,Ireland,Yes,0,Third Level (Honours degree),Project Mgr,Right handed,Yes,No,No,Yes,19999,17,10000,No,0,0,0,0,0,No,No,0,0,Yes,Yes,12,10,No,Yes,Yes,6,3,6,5,7,7,5,4,4,6,6,3,5,7,6,6,1,3,7,1,3,3,6,7,4,2,6,4,4,7,3,1,1,2,3,3,3,4,2,3,3,3,3,2,4,1,2,3,2,2,4,0,4,1,1,3,4,2,4,3,0,12,7,0,12,18,18,34,11,17,23,32,27,31,19
1149,10/11/2013 14:13,63537,Female,23,6/28/89,Scottish,Scotland,Yes,0,Third Level (Honours degree),local admin,Right handed,Yes,No,No,Yes,2007,17,160,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,5,5,No,Yes,No,7,7,1,5,6,1,5,1,1,1,1,2,1,1,3,1,2,3,5,2,6,7,2,6,4,2,7,4,4,2,4,2,4,2,1,1,3,3,4,4,2,4,4,2,4,2,2,1,1,3,2,0,1,1,1,1,1,1,2,3,0,11,3,0,8,20,12,10,10,3,17,24,36,23,18
1150,10/11/2013 14:17,63463,Male,38,11/20/74,Irish,Ireland,Yes,0,Third Level (Honours degree),Project ma0ger,Right handed,Yes,No,No,Yes,1998,23,6000,Yes,speeding,No,0,0,0,Yes,No,0,0,Yes,Yes,19,20,No,No,Yes,7,1,1,3,7,5,7,1,1,1,7,1,1,1,7,3,2,1,2,3,6,6,7,6,6,7,2,6,3,2,4,3,1,2,1,2,4,4,4,3,1,4,4,3,4,1,1,1,1,4,1,0,4,1,1,3,4,1,4,2,0,11,6,0,8,23,16,15,5,3,33,23,34,38,19
1151,10/11/2013 14:18,63465,Male,34,11/16/78,Swiss,Switzerland,No,French,Fourth Level,Jour0list,Right handed,Yes,No,No,Yes,1998,20,1600,Yes,Speeding,No,0,0,0,Yes,No,0,0,Yes,Yes,18,20,No,No,No,6,2,4,6,5,6,5,2,6,1,2,1,1,6,2,2,1,1,2,3,7,5,3,3,4,3,4,6,1,1,4,3,2,2,3,3,3,2,2,4,3,3,3,1,3,2,3,3,3,2,3,0,1,2,2,3,3,2,2,3,0,12,8,0,9,16,15,17,8,12,17,14,33,34,16
1152,10/11/2013 14:19,63481,Female,20,08/08/1992,American,USA,Yes,0,0,student,Right handed,Yes,No,No,Yes,0,16,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,1.5,0,No,No,No,7,5,1,4,2,1,6,1,2,1,1,2,4,1,1,4,1,1,6,1,7,7,3,2,1,4,7,5,1,2,4,2,1,1,1,2,4,3,3,3,1,4,2,4,4,1,2,2,2,4,2,0,3,3,1,3,2,2,4,3,0,11,8,0,9,21,15,11,7,3,12,19,39,20,18.5
1153,10/11/2013 14:20,63540,Female,23,7/26/89,Scottish,Scotland,Yes,0,Fourth Level,Project Ma0ger,Left handed,Yes,No,Yes,Yes,2007,17,0,Yes,phone,No,0,0,0,Yes,No,0,0,Yes,Yes,8,6,No,No,No,5,7,3,3,7,2,4,1,1,2,7,3,7,3,1,1,1,2,7,2,5,4,6,7,7,4,6,4,1,1,1,3,2,3,2,3,2,2,2,4,4,2,2,3,4,3,4,2,4,2,4,0,2,3,1,4,3,2,4,3,0,12,10,0,12,12,17,8,8,7,21,42,28,23,15
1154,10/11/2013 14:23,63480,Female,21,6/28/91,Irish,Ireland,Yes,0,Third Level (Honours degree),Student,Right handed,No,Yes,Yes,No,0,21,0,No,0,0,0,0,0,Yes,No,6,0,Yes,Yes,7,0,No,No,No,7,5,7,2,7,6,6,2,3,2,4,2,4,7,1,6,1,2,2,6,7,7,1,2,2,6,7,7,1,3,4,3,3,4,3,4,4,2,2,3,4,3,2,3,3,3,3,3,4,3,1,0,1,3,4,4,2,3,2,4,0,15,11,0,9,18,13,21,6,16,22,19,41,15,14
1155,10/11/2013 14:25,63462,Female,31,04/08/1982,Irish,Ireland,Yes,0,Third Level (Honours degree),IT PM,Left handed,Yes,No,No,Yes,2007,25,0,No,0,Yes,1,minor,0,Yes,No,12,20,Yes,Yes,17,8,No,Yes,Yes,6,6,1,4,7,1,5,1,1,1,5,1,4,1,5,5,2,3,5,1,5,5,1,1,1,5,7,7,1,1,1,3,3,3,2,3,4,3,2,4,3,3,2,2,2,4,4,4,4,2,2,0,1,3,1,2,2,3,2,3,0,12,8,0,10,15,14,10,8,3,21,22,35,19,14
